#	X	Y
	0	9.996328E-4
	1	9.990011E-4
	2	9.983713E-4
	3	9.977407E-4
	4	9.97109E-4
	5	9.964722E-4
	6	9.958497E-4
	7	9.952149E-4
	8	9.945844E-4
	9	9.939625E-4
	10	9.933326E-4
	11	9.927112E-4
	12	9.920835E-4
	13	9.914576E-4
	14	9.90839E-4
	15	9.902117E-4
	16	9.895925E-4
	17	9.889647E-4
	18	9.883478E-4
	19	9.877216E-4
	20	9.871098E-4
	21	9.864822E-4
	22	9.858727E-4
	23	9.852627E-4
	24	9.846317E-4
	25	9.840247E-4
	26	9.834075E-4
	27	9.827889E-4
	28	9.82175E-4
	29	9.81568E-4
	30	9.8095E-4
	31	9.803387E-4
	32	9.797342E-4
	33	9.79123E-4
	34	9.785136E-4
	35	9.779078E-4
	36	9.772938E-4
	37	9.766906E-4
	38	9.760796E-4
	39	9.754736E-4
	40	9.7487296E-4
	41	9.7427034E-4
	42	9.7366126E-4
	43	9.7305916E-4
	44	9.724619E-4
	45	9.718584E-4
	46	9.7125676E-4
	47	9.706623E-4
	48	9.700592E-4
	49	9.6945453E-4
	50	9.688585E-4
	51	9.682634E-4
	52	9.6767105E-4
	53	9.6707186E-4
	54	9.664758E-4
	55	9.6588186E-4
	56	9.652906E-4
	57	9.646971E-4
	58	9.6410385E-4
	59	9.635077E-4
	60	9.629242E-4
	61	9.6233416E-4
	62	9.617399E-4
	63	9.6115284E-4
	64	9.605676E-4
	65	9.599792E-4
	66	9.5939136E-4
	67	9.588045E-4
	68	9.582222E-4
	69	9.576329E-4
	70	9.5705444E-4
	71	9.5646555E-4
	72	9.558842E-4
	73	9.553023E-4
	74	9.5472333E-4
	75	9.5413707E-4
	76	9.5356174E-4
	77	9.529888E-4
	78	9.5240143E-4
	79	9.5182616E-4
	80	9.5125026E-4
	81	9.5066696E-4
	82	9.5009827E-4
	83	9.4952295E-4
	84	9.489367E-4
	85	9.4837195E-4
	86	9.477935E-4
	87	9.472263E-4
	88	9.4665133E-4
	89	9.460774E-4
	90	9.4550883E-4
	91	9.4493956E-4
	92	9.443716E-4
	93	9.4380206E-4
	94	9.4323733E-4
	95	9.4266806E-4
	96	9.421065E-4
	97	9.415294E-4
	98	9.409662E-4
	99	9.404032E-4
	100	9.398452E-4
	101	9.3927153E-4
	102	9.3871483E-4
	103	9.381517E-4
	104	9.375935E-4
	105	9.3702704E-4
	106	9.364692E-4
	107	9.359099E-4
	108	9.353469E-4
	109	9.3479024E-4
	110	9.3423127E-4
	111	9.336763E-4
	112	9.3311653E-4
	113	9.3255646E-4
	114	9.3200186E-4
	115	9.314559E-4
	116	9.3090185E-4
	117	9.3033863E-4
	118	9.297949E-4
	119	9.292412E-4
	120	9.28686E-4
	121	9.281392E-4
	122	9.2758646E-4
	123	9.270314E-4
	124	9.2649064E-4
	125	9.2593825E-4
	126	9.2539703E-4
	127	9.248402E-4
	128	9.242974E-4
	129	9.237513E-4
	130	9.232098E-4
	131	9.226621E-4
	132	9.221161E-4
	133	9.2157547E-4
	134	9.2103553E-4
	135	9.2048885E-4
	136	9.1994443E-4
	137	9.194054E-4
	138	9.188587E-4
	139	9.183282E-4
	140	9.177857E-4
	141	9.172436E-4
	142	9.16706E-4
	143	9.161767E-4
	144	9.156388E-4
	145	9.150992E-4
	146	9.1456797E-4
	147	9.140284E-4
	148	9.134966E-4
	149	9.129549E-4
	150	9.1242336E-4
	151	9.1188634E-4
	152	9.113599E-4
	153	9.108289E-4
	154	9.1030187E-4
	155	9.0977387E-4
	156	9.0924173E-4
	157	9.087113E-4
	158	9.0818014E-4
	159	9.0765755E-4
	160	9.0712425E-4
	161	9.066029E-4
	162	9.060751E-4
	163	9.055516E-4
	164	9.0502406E-4
	165	9.0449606E-4
	166	9.03973E-4
	167	9.034535E-4
	168	9.0292783E-4
	169	9.0240315E-4
	170	9.018806E-4
	171	9.01359E-4
	172	9.0084044E-4
	173	9.0032374E-4
	174	8.9980464E-4
	175	8.992847E-4
	176	8.987632E-4
	177	8.982452E-4
	178	8.977321E-4
	179	8.972095E-4
	180	8.96703E-4
	181	8.9618674E-4
	182	8.9566247E-4
	183	8.9515647E-4
	184	8.946392E-4
	185	8.941244E-4
	186	8.93619E-4
	187	8.931019E-4
	188	8.9259294E-4
	189	8.920792E-4
	190	8.9157413E-4
	191	8.910599E-4
	192	8.905501E-4
	193	8.900405E-4
	194	8.895407E-4
	195	8.890277E-4
	196	8.88522E-4
	197	8.880121E-4
	198	8.875067E-4
	199	8.8700023E-4
	200	8.864985E-4
	201	8.859965E-4
	202	8.8548637E-4
	203	8.849891E-4
	204	8.8448403E-4
	205	8.839817E-4
	206	8.8347925E-4
	207	8.8298524E-4
	208	8.824707E-4
	209	8.819743E-4
	210	8.814763E-4
	211	8.8097784E-4
	212	8.804819E-4
	213	8.79979E-4
	214	8.794899E-4
	215	8.789908E-4
	216	8.784972E-4
	217	8.7799336E-4
	218	8.7750476E-4
	219	8.7700295E-4
	220	8.765118E-4
	221	8.7601825E-4
	222	8.7552937E-4
	223	8.750335E-4
	224	8.745475E-4
	225	8.7405724E-4
	226	8.735636E-4
	227	8.7307027E-4
	228	8.725795E-4
	229	8.7208976E-4
	230	8.715985E-4
	231	8.7111176E-4
	232	8.706227E-4
	233	8.7013736E-4
	234	8.6964486E-4
	235	8.6916244E-4
	236	8.68674E-4
	237	8.681945E-4
	238	8.6770696E-4
	239	8.6722773E-4
	240	8.667419E-4
	241	8.662576E-4
	242	8.657832E-4
	243	8.652975E-4
	244	8.6481374E-4
	245	8.6432736E-4
	246	8.638477E-4
	247	8.6337165E-4
	248	8.6289353E-4
	249	8.6240954E-4
	250	8.619374E-4
	251	8.61453E-4
	252	8.609748E-4
	253	8.604996E-4
	254	8.600282E-4
	255	8.5954927E-4
	256	8.590736E-4
	257	8.5859187E-4
	258	8.58126E-4
	259	8.576471E-4
	260	8.5717824E-4
	261	8.566971E-4
	262	8.562318E-4
	263	8.557573E-4
	264	8.5528695E-4
	265	8.548135E-4
	266	8.5434614E-4
	267	8.538695E-4
	268	8.5340696E-4
	269	8.529356E-4
	270	8.524637E-4
	271	8.519999E-4
	272	8.5152744E-4
	273	8.51062E-4
	274	8.505975E-4
	275	8.501274E-4
	276	8.4966625E-4
	277	8.492005E-4
	278	8.4874115E-4
	279	8.4826956E-4
	280	8.478089E-4
	281	8.473472E-4
	282	8.468868E-4
	283	8.4641576E-4
	284	8.4596E-4
	285	8.454982E-4
	286	8.450381E-4
	287	8.445785E-4
	288	8.441143E-4
	289	8.4365497E-4
	290	8.4319734E-4
	291	8.427381E-4
	292	8.422815E-4
	293	8.418191E-4
	294	8.413654E-4
	295	8.40911E-4
	296	8.4045436E-4
	297	8.3999964E-4
	298	8.3954644E-4
	299	8.390873E-4
	300	8.386364E-4
	301	8.38184E-4
	302	8.377263E-4
	303	8.372767E-4
	304	8.368262E-4
	305	8.363671E-4
	306	8.3591684E-4
	307	8.354677E-4
	308	8.3501264E-4
	309	8.3456107E-4
	310	8.34116E-4
	311	8.336648E-4
	312	8.332188E-4
	313	8.327698E-4
	314	8.3232496E-4
